-46.5085990009809,-23.5479954532208,"Av. Waldemar Carlos Pereira, 2025",R Simao Leitao/ R Angelo Pereira,Ref.: R Simao Leitao/ R Angelo Pereira
-46.6785082850664,-23.5506329324148,"R. Amalia Noronha, 125",R Oscar Freire,Ref.: R Oscar Freire
-46.5821757701223,-23.5252566852915,"R. Nestor De Holanda, 120",R. Armando Rodrigues,Ref.: R. Armando Rodrigues
-46.7502104737758,-23.4044722849059,Viad. Da. Mora Guimarães,R Joaquim De Sousa/ R Bernardo Jose De Lorena,Ref.: R Joaquim De Sousa/ R Bernardo Jose De Lorena
-46.6561840162793,-23.6586127598791,"R. Cidade De Bagdá, 943",R Terras De Cambra/ R Emilio De Sousa Docca,Ref.: R Terras De Cambra/ R Emilio De Sousa Docca
-46.5607716127792,-23.5990735487182,"R. Br. De Tramandaí, 293",R Catauxis/ R Tapaji,Ref.: R Catauxis/ R Tapaji
-46.6678335001048,-23.4994089544862,"R. Carolina Soares, 570",R Lagoa Azul/ R Diogo De Oliveira,Ref.: R Lagoa Azul/ R Diogo De Oliveira
-46.6967999875053,-23.6169209173626,Parada Baltazar Fernandes - B/C,"Av. Dr. Chucri Zaidan, 246 Ref.: Rua Baltazar Fernandes","Av. Dr. Chucri Zaidan, 246 Ref.: Rua Baltazar Fernandes"
-46.6676161817239,-23.5950868564011,"R. Afonso Braz, 446",R Barra Do Peixe/ R Escobar Ortiz,Ref.: R Barra Do Peixe/ R Escobar Ortiz
-46.7115252477757,-23.5207500564287,"R. Sacadura Cabral, 71",R Sacadura Cabral/ R Corumbatai,Ref.: R Sacadura Cabral/ R Corumbatai
-46.680810532229,-23.7719617176185,"R. Gonzalo Berceo, 129",R Anacreonte/ Av Adelina Abranches,Ref.: R Anacreonte/ Av Adelina Abranches
-46.4936810498784,-23.5520034067599,"Av. Itaquera, 2931",R Guiomar De Ataliba Penteado/ R Olga Silveira Campos,Ref.: R Guiomar De Ataliba Penteado/ R Olga Silveira Campos
-46.5071981631734,-23.5010694980681,"R. Pastoril De Itapetinga, 73",R S Jose Do Campestre/ R Eudelio Ramos,Ref.: R S Jose Do Campestre/ R Eudelio Ramos
-46.744880381518,-23.4389652343813,R. Akio Morita,R. Ricardo Bueno / R. Laura Betti,Ref.: R. Ricardo Bueno / R. Laura Betti
-46.7066254666706,-23.4610611035951,R. Encruzilhada Do Sul,R Joaquim De Souza Brito/ R Oliria Faria De Lima,Ref.: R Joaquim De Souza Brito/ R Oliria Faria De Lima
-46.6481611289716,-23.6349607608136,"Av. Pedro Bueno, 552",Rua João Gabi,Ref.: Rua João Gabi
-46.6950744525143,-23.47973505176,"Av. Min. Petrônio Portela, 2247",R Sem Nome/ R Tomas De Kempis,Ref.: R Sem Nome/ R Tomas De Kempis
-46.4727819034052,-23.6219272751342,"Av. Paulo Nunes Félix, 458",R Correia Bueno/ Av Baronesa De Muritiba,Ref.: R Correia Bueno/ Av Baronesa De Muritiba
-46.409439506883,-23.5205612008792,"Av. Teodoro Bernardo Do Nascimento, 637",R Francisco Monteiro Tavares/ R Joao Barbosa De Lima,Ref.: R Francisco Monteiro Tavares/ R Joao Barbosa De Lima
-46.5970567861199,-23.5018557516022,"Av. Angelina, 359",R Engenheiro Ciampiti/ Tr Doride,Ref.: R Engenheiro Ciampiti/ Tr Doride
-46.7135554593556,-23.4546131298076,"R. Carmem Cunha, 257",R Br. De Suacuna/ R Serra De Maracaju,Ref.: R Br. De Suacuna/ R Serra De Maracaju
-46.7145776325755,-23.7006618844799,Paranópolis B/C,"Av. Atlântica, 3813 Ref.: Av Paranopolis/ Pc Professor Mello E Souza","Av. Atlântica, 3813 Ref.: Av Paranopolis/ Pc Professor Mello E Souza"
-46.4311663117084,-23.5518362296572,"R. Frei Antônio Faggiano, 637",R Antonio Passy/ R Bob Marley,Ref.: R Antonio Passy/ R Bob Marley
-46.6763201364912,-23.5978058783896,"Av. Hélio Pellegrino, 1200",R Theresa De Capua/ R Uberabinha,Ref.: R Theresa De Capua/ R Uberabinha
-46.6141174291098,-23.5875937120029,"R. Dr. Mário Vicente, 431",R Oliveira Melo,Ref.: R Oliveira Melo
-46.6326769216105,-23.71581463562,"Estr. Do Alvarenga, 5124",R Horni/ R Zilic,Ref.: R Horni/ R Zilic
-46.7572811472239,-23.4940272132042,"Rod. Anhanguera, 11072",Est Turistica Do Jaragua/ Av Jorn. Paulo Zing,Ref.: Est Turistica Do Jaragua/ Av Jorn. Paulo Zing
-46.656280684476,-23.4583779640564,"Av. Lagoa Santa, 81",R Antonio Da Franca E Horta/ Av Da. Mariana Galigiori Ronchetti,Ref.: R Antonio Da Franca E Horta/ Av Da. Mariana Galigiori Ronchetti
-46.4234415699973,-23.4839772790628,"Av. Oliveira Freire, 1200",R Ascenso Fernandes/ R Lourenço Giordano,Ref.: R Ascenso Fernandes/ R Lourenço Giordano
-46.7142414854148,-23.4459061406979,R. João Amado Coutinho,R Jose Piza/ R Egidio Feline,Ref.: R Jose Piza/ R Egidio Feline
-46.4710131776251,-23.5420893527974,Terminal Metrô Itaquera Pl. B,Term. Metrô Itaquera Pl. B Ref.: R Engenheiro Sidney Aparecido De Morais/ R Doutor Luiz Ayres,Term. Metrô Itaquera Pl. B Ref.: R Engenheiro Sidney Aparecido De Morais/ R Doutor Luiz Ayres
-46.6941194953358,-23.4680430610638,"Estr. Lázaro Amâncio De Barros, 62",R Olintho Fraga Moreira/ R Nereu Rangel Pestana,Ref.: R Olintho Fraga Moreira/ R Nereu Rangel Pestana
-46.4386231371036,-23.5947702061182,"Av. Ragueb Chohfi, 4831",R Pedro Louro/ R Francisco Barbosa,Ref.: R Pedro Louro/ R Francisco Barbosa
-46.5830045780152,-23.5817806295685,"R. Indaiá, 172",Pc Do Centenario De Vila Prudente/ R Carlos Muller,Ref.: Pc Do Centenario De Vila Prudente/ R Carlos Muller
-46.5397716893729,-23.6023404856953,"R. Caopiá, 33",R Anavinga/ R Lisa Ansorge,Ref.: R Anavinga/ R Lisa Ansorge
-46.7163433927976,-23.4711711206993,"R. Núcleo Bandeirante, 82",R Japerica/ Av Sapucaia Do Sul,Ref.: R Japerica/ Av Sapucaia Do Sul
-46.4940441266817,-23.5285164322035,"R. Wadih Hatti, 364",R Marciano Capella/ Av Antonio Diogo,Ref.: R Marciano Capella/ Av Antonio Diogo
-46.4989802238052,-23.4931534830851,"R. Ribeira Do Pombal, 290",R Prata Do Piaui/ R Colonia Leopoldina,Ref.: R Prata Do Piaui/ R Colonia Leopoldina
-46.597137423762,-23.6103036406295,"R. Alencar Araripe, 332",R Visconde De Mage/ R Sousa Coutinho,Ref.: R Visconde De Mage/ R Sousa Coutinho
-46.4468612864238,-23.5397352867951,"R. Sabbado D'ângelo, 865",R Major Augusto Secker/ R Sao Francisco Do Piaui,Ref.: R Major Augusto Secker/ R Sao Francisco Do Piaui
